Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
470,E.J. Liddell,25,BRK,PF,10,0,4.9,0.8,1.7,0.471,0.4,1.1,0.364,0.4,0.6,0.667,0.588,0.2,0.3,0.667,0.3,0.8,1.1,0,0.1,0,0,0.4,2.2,,liddeej01
471,Hunter Tyson,25,DEN,PF,21,2,7.7,0.7,2.5,0.269,0.3,1.6,0.212,0.3,0.9,0.368,0.337,0.5,0.6,0.846,0.2,1.5,1.7,0.8,0.1,0,0.2,0.6,2.2,,tysonhu01
472,Elijah Harkless,25,UTA,SG,9,0,9.8,0.6,1.7,0.333,0.2,1,0.222,0.3,0.7,0.5,0.4,0.8,1.1,0.7,0.2,0.7,0.9,1.1,0.7,0,0.4,1.2,2.1,,harklej01
473,Maxi Kleber,34,LAL,PF,31,1,11.2,0.7,1.7,0.434,0.2,0.7,0.286,0.5,1,0.531,0.491,0.5,0.7,0.636,0.8,1.1,1.9,0.7,0.4,0.2,0.4,1.5,2.1,,klebima01
474,Kevin McCullar Jr.,24,NYK,SF,16,0,7.7,0.8,2.1,0.394,0.4,1.1,0.353,0.4,1,0.438,0.485,0.1,0.3,0.4,0.6,0.9,1.5,1.2,0.4,0,0.7,1.1,2.1,,mcculke01
475,Jahmir Young,25,MIA,PG,8,0,5.5,0.9,2.4,0.368,0.3,0.9,0.286,0.6,1.5,0.417,0.421,0.1,0.1,1,0.3,0.3,0.5,0.8,0.1,0,0.3,0.5,2.1,,youngja05
476,Dalano Banton,26,2TM,PG,3,0,4.7,1,1.3,0.75,0,0,,1,1.3,0.75,0.75,0,0,,0.3,0,0.3,0.7,0.3,0,0.3,0,2,,bantoda01
476,Dalano Banton,26,LAC,PG,2,0,5,1.5,2,0.75,0,0,,1.5,2,0.75,0.75,0,0,,0.5,0,0.5,1,0.5,0,0.5,0,3,,bantoda01
476,Dalano Banton,26,BOS,PG,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,bantoda01
477,Buddy Boeheim,26,OKC,SF,3,0,4.7,0.7,2,0.333,0.7,2,0.333,0,0,,0.5,0,0,,0,0,0,0,0,0,0,0.3,2,,boehebu01
478,LJ Cryer,24,GSW,PG,3,0,2.7,0.7,1.7,0.4,0.7,1.3,0.5,0,0.3,0,0.6,0,0,,0,0.3,0.3,0,0,0,0,0.3,2,,cryerlj01
479,Hunter Dickinson,25,NOP,C,1,0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,0,0,1,2,2,2,,dickihu01
480,Tristan Enaruna,24,CLE,SF,4,0,5.8,1,2.3,0.444,0,0.5,0,1,1.8,0.571,0.444,0,0.3,0,1.3,0.5,1.8,0.5,0,0,0.3,0,2,,enarutr01
481,Trentyn Flowers,20,CHI,SF,2,0,3,1,1.5,0.667,0,0.5,0,1,1,1,0.667,0,0,,0.5,0,0.5,0.5,0,0,0.5,0.5,2,,flowetr01
482,Keshon Gilbert,22,WAS,PG,3,0,16,0.3,1.3,0.25,0,0.7,0,0.3,0.7,0.5,0.25,1.3,1.3,1,0.7,1,1.7,1,0.7,1.3,2,1,2,,gilbeke01
483,Vladislav Goldin,24,MIA,C,2,0,4,1,1,1,0,0,,1,1,1,1,0,0,,0,0.5,0.5,1,0,0.5,0,1.5,2,,goldivl01
484,Ariel Hukporti,23,NYK,C,41,4,9.2,0.8,1.4,0.554,0,0.1,0.25,0.7,1.3,0.577,0.563,0.5,0.7,0.75,1,2,2.9,0.5,0.2,0.5,0.5,1.3,2,,hukpoar01
485,Colby Jones,23,DET,SG,1,0,7,1,3,0.333,0,2,0,1,1,1,0.333,0,0,,0,4,4,2,0,0,0,1,2,,jonesco02
486,Johnny Juzang,24,MIN,SG,21,0,4.2,0.8,1.8,0.421,0.3,1.1,0.25,0.5,0.7,0.714,0.5,0.2,0.4,0.625,0.2,0.6,0.8,0.3,0.1,0,0.2,0.1,2,,juzanjo01
487,Isaiah Livers,27,PHO,PF,32,0,10.3,0.7,1.9,0.361,0.4,1.2,0.308,0.3,0.7,0.455,0.459,0.3,0.4,0.75,0.6,1.3,1.9,0.7,0.4,0.3,0.4,0.8,2,,liveris01
488,Jordan McLaughlin,29,SAS,PG,27,0,6.3,0.7,1.9,0.392,0.4,1,0.385,0.4,0.9,0.4,0.49,0.1,0.2,0.8,0.1,0.5,0.7,0.7,0.5,0,0.3,0.3,2,,mclaujo01
489,Wendell Moore Jr.,24,DET,SG,5,0,10.8,0.8,1.4,0.571,0,0.2,0,0.8,1.2,0.667,0.571,0.4,0.4,1,0.2,1,1.2,0.6,0.4,0.4,0.2,0.2,2,,moorewe01
490,Oscar Tshiebwe,26,UTA,C,4,0,11,1,2,0.5,0,0,,1,2,0.5,0.5,0,0.3,0,1.5,2.3,3.8,1.3,0.3,0,0.3,2,2,,tshieos01
491,Chris Youngblood,23,OKC,SG,32,0,5.4,0.6,1.9,0.333,0.5,1.6,0.314,0.1,0.3,0.444,0.467,0.3,0.3,0.9,0.2,0.7,0.9,0.3,0.1,0.1,0.1,0.6,2,,youngch01
492,Bobi Klintman,22,DET,SF,9,0,7.1,0.8,2.7,0.292,0.3,1.3,0.25,0.4,1.3,0.333,0.354,0,0.3,0,0.6,1.3,1.9,0.4,0.3,0,0.6,1.2,1.9,,klintbo01
493,Mason Plumlee,35,CHO,C,14,2,8.9,0.6,0.9,0.75,0,0,,0.6,0.9,0.75,0.75,0.6,0.9,0.667,0.7,2.1,2.9,1.1,0.4,0,0.6,0.7,1.9,,plumlma01
494,Lindy Waters III,28,SAS,SG,28,0,6.8,0.7,1.9,0.352,0.5,1.7,0.319,0.1,0.3,0.571,0.491,0,0,1,0.1,0.7,0.8,0.4,0.1,0,0.1,0.6,1.9,,waterli01
495,Harrison Ingram,23,SAS,SF,5,0,3.4,0.8,1,0.8,0.2,0.2,1,0.6,0.8,0.75,0.9,0,0,,0.6,0,0.6,0.2,0,0,0,0.4,1.8,,ingraha01
496,Khaman Maluach,19,PHO,C,26,0,5.3,0.7,1.5,0.474,0.1,0.4,0.2,0.6,1.1,0.571,0.5,0.3,0.4,0.818,0.6,1,1.6,0.1,0.1,0.4,0.5,0.7,1.8,,maluakh01
497,Cody Martin,30,IND,SF,4,0,13.8,0.5,2.5,0.2,0,1.3,0,0.5,1.3,0.4,0.2,0.8,1.5,0.5,0.3,3.3,3.5,0.5,1,0.5,1,1.3,1.8,,martico01
498,Orlando Robinson,25,ORL,C,4,1,6.3,0.8,1.3,0.6,0.3,0.5,0.5,0.5,0.8,0.667,0.7,0,0,,0.5,0.5,1,0.8,0.3,0,0,0.8,1.8,,robinor01
499,Xavier Tillman Sr.,27,2TM,C,19,1,6.5,0.8,1.8,0.429,0.2,0.9,0.176,0.6,0.9,0.667,0.471,0,0,,0.7,0.8,1.5,0.3,0.3,0.1,0.3,0.5,1.7,,tillmxa01
499,Xavier Tillman Sr.,27,BOS,C,14,1,7.9,1,2.2,0.452,0.2,1.1,0.2,0.8,1.1,0.688,0.5,0,0,,0.7,1.1,1.8,0.4,0.4,0.1,0.4,0.6,2.2,,tillmxa01
499,Xavier Tillman Sr.,27,CHO,C,5,0,2.4,0.2,0.8,0.25,0,0.4,0,0.2,0.4,0.5,0.25,0,0,,0.6,0.2,0.8,0,0,0,0.2,0.2,0.4,,tillmxa01
500,Kyle Lowry,39,PHI,PG,7,0,9,0.4,1.4,0.3,0.4,1.4,0.3,0,0,,0.45,0.4,0.6,0.75,0,0.6,0.6,1.1,0.3,0.1,0.3,0.4,1.7,,lowryky01
501,Jacob Toppin,25,ATL,SF,5,0,3.4,0.8,1.2,0.667,0,0,,0.8,1.2,0.667,0.667,0,0,,0,0.2,0.2,0.2,0,0.2,0,0.2,1.6,,toppija01
502,Brooks Barnhizer,23,OKC,SG,30,0,7.4,0.6,1.5,0.391,0.2,0.5,0.313,0.4,1,0.433,0.446,0.1,0.2,0.667,0.3,1.5,1.8,0.5,0.2,0.1,0.2,0.7,1.5,,barnhbr01
503,Tyson Etienne,26,BRK,PG,8,0,4.3,0.5,1.9,0.267,0.5,1.6,0.308,0,0.3,0,0.4,0,0,,0,0,0,0.1,0,0,0.1,0.6,1.5,,etienty01
504,Curtis Jones,24,DEN,SG,6,0,5.2,0.7,2.3,0.286,0.2,1.5,0.111,0.5,0.8,0.6,0.321,0,0,,0.2,0.7,0.8,0.5,0,0,0.2,0.5,1.5,,jonescu01
505,Adou Thiero,21,LAL,SF,17,0,5.8,0.5,1.2,0.45,0,0.1,0,0.5,1.1,0.474,0.45,0.4,0.5,0.778,0.4,0.6,1.1,0.3,0.3,0.1,0.2,0.9,1.5,,thierad01
506,Amari Williams,24,BOS,PF,15,2,7.5,0.5,1.1,0.438,0,0,,0.5,1.1,0.438,0.438,0.5,0.8,0.667,0.5,1.5,2,0.4,0.1,0.6,0.4,1,1.5,,william01
507,Javonte Cooke,26,POR,SG,17,0,5.2,0.5,2.2,0.237,0.2,1.2,0.143,0.4,1,0.353,0.276,0.1,0.1,1,0.2,0.8,1,0.4,0.4,0,0.5,0.4,1.4,,cookeja01
508,Andre Jackson Jr.,24,MIL,SG,28,0,6.3,0.5,1.8,0.265,0.2,1,0.185,0.3,0.8,0.364,0.316,0.3,0.4,0.9,0.4,0.5,1,0.9,0.3,0.1,0.4,0.9,1.4,,jacksan01
509,Dillon Jones,24,NYK,SF,5,0,4.8,0.2,1,0.2,0.2,0.6,0.333,0,0.4,0,0.3,0.8,0.8,1,0.4,0.8,1.2,0.8,0.4,0,0,0.8,1.4,,jonesdi01
510,Isaac Jones,25,2TM,PF,4,1,4.5,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0.3,0.5,0.5,0.5,0,0.5,0.3,0,0,0,1,1.3,,jonesis01
510,Isaac Jones,25,SAC,PF,3,1,5.7,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0.3,0.7,0.5,0.7,0,0.7,0.3,0,0,0,1.3,1,,jonesis01
510,Isaac Jones,25,DET,PF,1,0,1,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,0,0,0,0,0,2,,jonesis01
511,Thanasis Antetokounmpo,33,MIL,SF,21,0,3,0.4,0.8,0.563,0,0,0,0.4,0.7,0.6,0.563,0.4,0.7,0.643,0.4,0.3,0.7,0.1,0.3,0.1,0.1,0.4,1.3,,antetth01
512,Nigel Hayes-Davis,31,PHO,SF,27,0,7.2,0.6,1.7,0.326,0.1,0.6,0.125,0.5,1.1,0.433,0.348,0.1,0.1,0.5,0.4,0.8,1.2,0.3,0.3,0.1,0.3,0.6,1.3,,hayesni01
513,Jonathan Mogbo,24,TOR,PF,23,0,6,0.6,1.2,0.5,0,0,,0.6,1.2,0.5,0.5,0.1,0.2,0.4,0.5,1.1,1.6,0.4,0.2,0.2,0.3,0.6,1.3,,mogbojo01
514,Lachlan Olbrich,22,CHI,C,18,0,6.9,0.5,1.2,0.429,0.1,0.4,0.286,0.4,0.8,0.5,0.476,0.2,0.6,0.4,0.7,1.4,2.1,0.7,0.1,0.1,0.2,1.2,1.3,,olbrila01
515,Isaiah Crawford,24,HOU,SF,6,0,5,0.5,1,0.5,0.2,0.7,0.25,0.3,0.3,1,0.583,0,0,,0,0.3,0.3,0.3,0.3,0.3,0,0,1.2,,crawfis01
516,Malevy Leons,26,GSW,SF,5,0,4.2,0.4,1.2,0.333,0,0.4,0,0.4,0.8,0.5,0.333,0.4,0.4,1,0.4,1.4,1.8,0.2,0.2,0.2,0.4,0.2,1.2,,leonsma01
517,Hunter Sallis,22,PHI,SG,7,0,3.7,0.4,0.7,0.6,0,0,,0.4,0.7,0.6,0.6,0.1,0.3,0.5,0,0.1,0.1,0.6,0,0.1,0.7,0.3,1,,sallihu01
518,Dario Šarić,31,SAC,C,5,0,8.2,0.2,1.2,0.167,0.2,0.6,0.333,0,0.6,0,0.25,0.4,0.4,1,0.2,1,1.2,0.4,0,0,0.4,0.6,1,,saricda01
519,Stanley Umude,26,SAS,SG,2,0,3.5,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,,0,0,0,0.5,0.5,0,0,1,1,,umudest01
520,Johni Broome,23,PHI,C,11,0,5,0.4,2.2,0.167,0,0.5,0,0.4,1.7,0.211,0.167,0.2,0.5,0.333,0.6,0.8,1.5,0.4,0.3,0.2,0.3,0.6,0.9,,broomjo01
521,Trey Jemison,26,NYK,C,10,0,5.7,0.4,0.7,0.571,0,0,,0.4,0.7,0.571,0.571,0.1,0.1,1,0.7,0.8,1.5,0.2,0.1,0.2,0.5,0.7,0.9,,jemistr01
522,N'Faly Dante,24,ATL,C,4,0,3.8,0.3,1,0.25,0,0,,0.3,1,0.25,0.25,0.3,0.3,1,0.8,1,1.8,0,0.5,0,0.3,0.3,0.8,,nfalyda01
523,Drew Peterson,26,CHO,PF,6,0,10.7,0.3,2.7,0.125,0,2,0,0.3,0.7,0.5,0.125,0.2,0.3,0.5,0.5,1,1.5,0.3,0.5,0.2,0,0.5,0.8,,peterdr01
524,Bismack Biyombo,33,SAS,C,15,1,5.9,0.3,0.5,0.571,0,0,,0.3,0.5,0.571,0.571,0.2,0.3,0.75,0.3,0.6,0.9,0.3,0.3,0.1,0.3,1.1,0.7,,biyombi01
525,Pacome Dadiet,20,NYK,SG,20,0,3.4,0.2,0.7,0.231,0.1,0.4,0.125,0.1,0.3,0.4,0.269,0.3,0.3,1,0.1,0.6,0.7,0.5,0.2,0,0,0.2,0.7,,dadiepa01
526,Joe Ingles,38,MIN,SF,20,0,4,0.2,0.4,0.375,0.1,0.3,0.333,0.1,0.1,0.5,0.5,0.1,0.1,1,0,0.4,0.4,0.8,0.4,0,0.4,0.3,0.5,,inglejo01
527,Chris Mañon,24,LAL,SG,5,0,4.2,0,0.2,0,0,0.2,0,0,0,,0,0.4,0.4,1,0.2,0.6,0.8,0.2,0.6,0.4,0.2,0.6,0.4,,manonch01
528,Garrett Temple,39,TOR,SG,14,0,2.7,0.1,0.5,0.143,0.1,0.4,0.2,0,0.1,0,0.214,0.1,0.1,0.5,0,0.3,0.3,0.3,0.2,0.1,0.2,0.2,0.3,,templga01
529,Jahmyl Telfort,24,LAC,PF,8,0,4,0,0.5,0,0,0.5,0,0,0,,0,0.1,0.5,0.25,0,0.4,0.4,0.1,0.1,0,0.1,0.6,0.1,,telfoja01
530,Mo Bamba,27,TOR,C,2,0,3,0,1,0,0,0,,0,1,0,0,0,0,,0.5,0.5,1,0,0,0.5,0,1,0,,bambamo01
531,Darius Brown II,26,CLE,SG,1,0,3,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,0,0,0,,brownda04
532,Noa Essengue,19,CHI,PF,2,0,3,0,1.5,0,0,1,0,0,0.5,0,0,0,0,,0,0,0,0,0.5,0,0,0.5,0,,essenno01
533,Tosan Evbuomwan,24,NYK,SF,5,0,1.6,0,0.2,0,0,0,,0,0.2,0,0,0,0,,0.2,0.2,0.4,0,0,0,0,0.2,0,,evbuoto01
534,Enrique Freeman,25,MIN,PF,2,0,4,0,0,,0,0,,0,0,,,0,0,,0,1.5,1.5,0,0,0.5,0,0,0,,freemen01
535,Killian Hayes,24,SAC,PG,1,0,11,0,4,0,0,4,0,0,0,,0,0,0,,0,0,0,4,0,0,0,5,0,,hayeski01
536,Chucky Hepburn,22,TOR,PG,2,0,6.5,0,3,0,0,2.5,0,0,0.5,0,0,0,0,,0,0.5,0.5,1,0.5,0,0.5,1,0,,hepbuch01
537,Trevor Keels,22,MIA,SG,1,0,2,0,2,0,0,2,0,0,0,,0,0,0,,0,1,1,0,0,0,0,0,0,,keelstr01
538,Max Shulga,23,BOS,SG,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,shulgma01
539,John Tonje,24,BOS,SG,1,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,0,,tonjejo01
540,Rocco Zikarsky,19,MIN,C,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,,zikarro01
,League Average,,,,,,,,,0.469,,,0.359,,,0.547,0.543,,,0.784,,,,,,,,,,,-9999
